repo,id,sym,cwe,entity,n_files,additions,deletions,total_changes
Adjerry91/VRCFaceTracking-Templates,5,AF,ICFM,L3,3,3,3,6
AltspaceVR/AltspaceSDK,18,SD,IIV,L3,5,165,3,168
AltspaceVR/AltspaceSDK,21,IC,TDI,L1,6,75,13,88
AltspaceVR/AltspaceSDK,46,SD,ICFM,L5,5,32,29,61
AurelienGttn/DrumVR,4,AF,IIV,L3,4,343,270,613
BasisVR/Basis,5,AF,IIV,L1,13,181,267,448
BasisVR/Basis,25,VF,GCE,L5,2,26,23,49
BasisVR/Basis,27,SD,ICFM,L3,4,70,0,70
BasisVR/Basis,39,IC,ICFM,L3,4,20,15,35
BasisVR/Basis,43,AF,ICFM,L4,1,18,8,26
BasisVR/Basis,62,SD,GCE,L5,1,1,1,2
BasisVR/Basis,63,SD,GCE,L2,5,5,5,10
BasisVR/Basis,70,RA,GCE,L2,1,9,3,12
BasisVR/Basis,76,AF,UPF,L3,1,4,4,8
BasisVR/Basis,191,SD,IIV,L2,1,1,4,5
BasisVR/Basis,344,VF,IIV,L2,2,30,5,35
BasisVR/Basis,351,SD,RLM,L2,1,29,1,30
Bebb-Protocol-and-Apps/PWS,5,IC,TDI,L3,2,74,1,75
Bebb-Protocol-and-Apps/PWS,9,RS,IIV,L3,2,4,3,7
BoiHanny/vrcosc-magicchatbox,23,AF,UPF,L4,1,4,12,16
Bone008/HackerJedi,30,SD,TDI,L3,1,39,28,67
Bone008/HackerJedi,33,VF,UPF,L4,1,66,12,78
Bone008/HackerJedi,60,SD,ICFM,L4,3,7,5,12
CAOR-MINES-ParisTech/colibri-vr-unity-package,6,RA,GCE,L5,3,19,2,21
CertainLach/VivePro2-Linux-Driver,37,VF,GCE,L5,1,1,1,2
Chainsawkitten/Deathcap,167,IC,ICFM,L3,1,14,8,22
Chainsawkitten/Deathcap,344,AF,ICFM,L3,6,38,8,46
Chainsawkitten/Deathcap,411,IC,ICFM,L1,1,1,1,2
Chainsawkitten/Deathcap,741,AF,UPF,L4,8,50,12,62
Chainsawkitten/Deathcap,763,SD,GCE,L3,3,14,3,17
Chainsawkitten/Deathcap,1100,SD,GCE,L4,6,18,424,442
ChrisDenham/osgopenvrviewer,3,VF,GCE,L5,1,1,1,2
DSprtn/GTFO_VR_Plugin,2,VF,IAC,L4,10,39,32,71
DSprtn/GTFO_VR_Plugin,29,VF,UPF,L5,1,1,0,1
DSprtn/GTFO_VR_Plugin,39,VF,ICFM,L3,1,2,5,7
DSprtn/GTFO_VR_Plugin,40,SD,UPF,L3,9,288,154,442
DSprtn/GTFO_VR_Plugin,46,AF,IIV,L3,1,126,1,127
DSprtn/GTFO_VR_Plugin,49,SD,UPF,L2,2,66,3,69
DSprtn/GTFO_VR_Plugin,56,IC,GCE,L1,1,32,1,33
DaXcess/LCVR,104,SD,IIV,L3,2,40,17,57
DaXcess/LCVR,154,VF,ICFM,L2,1,2,23,25
DanielRBowen/UE-VRHands-Template,3,VF,UPF,L5,2,0,0,0
De-Panther/unity-webxr-export,37,RA,RLM,L5,34,736,16,752
De-Panther/unity-webxr-export,40,RS,TDI,L5,1,6,1,7
De-Panther/unity-webxr-export,53,RA,ICFM,L5,9,75,9,84
De-Panther/unity-webxr-export,64,AF,IAC,L4,13,94,109,203
De-Panther/unity-webxr-export,91,VF,GCE,L1,3,6,6,12
De-Panther/unity-webxr-export,108,AF,TDI,L5,11,581,296,877
De-Panther/unity-webxr-export,118,VF,ICFM,L5,6,49,34,83
De-Panther/unity-webxr-export,146,SD,UPF,L5,2,2,2,4
De-Panther/unity-webxr-export,150,SD,ICFM,L2,3,23,23,46
De-Panther/unity-webxr-export,195,RS,ICFM,L1,2,15,8,23
De-Panther/unity-webxr-export,344,AF,GCE,L1,12,32,23,55
Deamoner/spatialjs,8,RA,ICFM,L5,6,49,34,83
Detegr/openRBRVR,4,RA,ICFM,L5,1,6,0,6
Devoxx4KidsDE/workshop-maze-vr,13,IC,IAC,L3,1,6,0,6
Dominux/DGS,14,SD,RLM,L4,4,45,7,52
Dominux/DGS,40,IC,RLM,L3,28,212,152,364
DrBibop/RoR2VRMod,65,VF,ICFM,L1,1,33,19,52
EternalTrail/eeVR,1,RS,ICFM,L5,3,500,384,884
EternalTrail/eeVR,62,RA,GCE,L5,1,1,1,2
EternalTrail/eeVR,69,IC,IIV,L3,1,2,2,4
Eusth/VookaRaylee,3,SD,IAC,L3,6,114,76,190
ExtendRealityLtd/VRTK,167,SD,ICFM,L1,1,26,22,48
ExtendRealityLtd/VRTK,242,IC,ICFM,L1,2,4,0,4
ExtendRealityLtd/VRTK,260,IC,ICFM,L1,4,68,0,68
ExtendRealityLtd/VRTK,303,IC,UPF,L1,6,371,352,723
ExtendRealityLtd/VRTK,352,IC,RLM,L1,2,12,0,12
ExtendRealityLtd/VRTK,356,AF,ICFM,L1,1,33,13,46
ExtendRealityLtd/VRTK,378,SD,ICFM,L3,5,203,7,210
ExtendRealityLtd/VRTK,405,IC,ICFM,L1,3,28,7,35
ExtendRealityLtd/VRTK,448,IC,UPF,L4,11,410,283,693
ExtendRealityLtd/VRTK,454,IC,IAC,L1,1,35,22,57
ExtendRealityLtd/VRTK,455,SD,ICFM,L1,1,17,9,26
ExtendRealityLtd/VRTK,482,AF,RLM,L1,1,9,1,10
ExtendRealityLtd/VRTK,489,IC,ICFM,L1,2,48,31,79
ExtendRealityLtd/VRTK,518,SD,GCE,L4,2,2,2,4
ExtendRealityLtd/VRTK,528,RA,GCE,L3,1,2,1,3
ExtendRealityLtd/VRTK,566,IC,ICFM,L1,1,7,1,8
ExtendRealityLtd/VRTK,570,SD,GCE,L4,5,5,2,7
ExtendRealityLtd/VRTK,610,IC,ICFM,L1,4,26,4,30
ExtendRealityLtd/VRTK,612,AF,UPF,L1,13,493,396,889
ExtendRealityLtd/VRTK,624,AF,TDI,L1,1,3,3,6
ExtendRealityLtd/VRTK,758,RA,ICFM,L5,1,2,2,4
ExtendRealityLtd/VRTK,778,RA,ICFM,L5,1,23,2,25
ExtendRealityLtd/VRTK,783,SD,GCE,L1,1,1,1,2
ExtendRealityLtd/VRTK,789,SD,GCE,L3,1,1,1,2
ExtendRealityLtd/VRTK,792,RS,TDI,L3,1,89,0,89
ExtendRealityLtd/VRTK,798,IC,ICFM,L1,4,36,6,42
ExtendRealityLtd/VRTK,827,SD,GCE,L4,3,6,6,12
ExtendRealityLtd/VRTK,833,RA,RLM,L1,2,2,1,3
ExtendRealityLtd/VRTK,836,IC,IIV,L1,1,11,4,15
ExtendRealityLtd/VRTK,844,IC,RLM,L4,1,15,3,18
ExtendRealityLtd/VRTK,845,AF,IAC,L1,20,666,134,800
ExtendRealityLtd/VRTK,856,IC,RLM,L1,2,48,6,54
ExtendRealityLtd/VRTK,864,IC,TDI,L1,4,55,7,62
ExtendRealityLtd/VRTK,910,IC,GCE,L1,2,47,60,107
ExtendRealityLtd/VRTK,911,IC,ICFM,L1,1,4,0,4
ExtendRealityLtd/VRTK,928,RA,ICFM,L1,1,2,1,3
ExtendRealityLtd/VRTK,942,IC,UPF,L1,5,48,3,51
ExtendRealityLtd/VRTK,946,IC,RLM,L1,2,5,18,23
ExtendRealityLtd/VRTK,949,RA,ICFM,L1,9,204,83,287
ExtendRealityLtd/VRTK,963,SD,ICFM,L3,1,1,1,2
ExtendRealityLtd/VRTK,972,SD,GCE,L1,2,6,2,8
ExtendRealityLtd/VRTK,973,IC,ICFM,L1,1,20,12,32
ExtendRealityLtd/VRTK,978,AF,RLM,L3,1,3,3,6
ExtendRealityLtd/VRTK,985,IC,IIV,L3,2,25,12,37
ExtendRealityLtd/VRTK,995,RA,UPF,L3,1,1,0,1
ExtendRealityLtd/VRTK,1113,SD,ICFM,L3,1,28,1,29
ExtendRealityLtd/VRTK,1117,SD,RLM,L1,1,2,0,2
ExtendRealityLtd/VRTK,1173,AF,RLM,L3,2,90,142,232
ExtendRealityLtd/VRTK,1178,SD,GCE,L3,1,2,2,4
ExtendRealityLtd/VRTK,1202,SD,IIV,L1,2,6,2,8
ExtendRealityLtd/VRTK,1230,IC,IIV,L4,5,20,16,36
ExtendRealityLtd/VRTK,1259,IC,ICFM,L4,8,189,31,220
ExtendRealityLtd/VRTK,1265,SD,GCE,L1,4,27,3,30
ExtendRealityLtd/VRTK,1278,AF,RLM,L4,1,1,3,4
ExtendRealityLtd/VRTK,1307,IC,RLM,L1,1,10,2,12
ExtendRealityLtd/VRTK,1330,IC,ICFM,L1,2,51,14,65
ExtendRealityLtd/VRTK,1352,SD,GCE,L1,6,15,13,28
ExtendRealityLtd/VRTK,1357,RS,TDI,L4,3,23,7,30
ExtendRealityLtd/VRTK,1362,SD,IIV,L3,1,1,1,2
ExtendRealityLtd/VRTK,1407,VF,ICFM,L1,3,11,4,15
ExtendRealityLtd/VRTK,1411,SD,GCE,L1,1,1,1,2
ExtendRealityLtd/VRTK,1413,SD,GCE,L1,2,22,20,42
ExtendRealityLtd/VRTK,1426,SD,RLM,L3,1,17,7,24
ExtendRealityLtd/VRTK,1440,SD,GCE,L4,1,6,6,12
ExtendRealityLtd/VRTK,1454,SD,IIV,L1,12,544,266,810
ExtendRealityLtd/VRTK,1469,SD,TDI,L4,1,0,1,1
ExtendRealityLtd/VRTK,1472,IC,IAC,L4,3,319,155,474
ExtendRealityLtd/VRTK,1473,SD,IIV,L1,2,50,26,76
ExtendRealityLtd/VRTK,1475,SD,GCE,L3,1,7,7,14
ExtendRealityLtd/VRTK,1498,AF,ICFM,L4,1,15,0,15
ExtendRealityLtd/VRTK,1499,SD,ICFM,L1,3,4,3,7
ExtendRealityLtd/VRTK,1508,AF,RLM,L1,3,27,9,36
ExtendRealityLtd/VRTK,1517,SD,ICFM,L4,1,8,1,9
ExtendRealityLtd/VRTK,1530,VF,ICFM,L1,2,20,6,26
ExtendRealityLtd/VRTK,1536,AF,RLM,L1,2,4,0,4
ExtendRealityLtd/VRTK,1537,IC,RLM,L1,1,5,2,7
ExtendRealityLtd/VRTK,1542,IC,IIV,L3,1,11,6,17
ExtendRealityLtd/VRTK,1543,IC,ICFM,L3,2,10,0,10
ExtendRealityLtd/VRTK,1548,AF,IIV,L1,2,8,10,18
ExtendRealityLtd/VRTK,1559,VF,GCE,L5,2,25,2,27
ExtendRealityLtd/VRTK,1563,IC,UPF,L1,2,3,1,4
ExtendRealityLtd/VRTK,1607,SD,IIV,L4,1,68,8,76
ExtendRealityLtd/VRTK,1678,RS,IIV,L3,1,1,1,2
ExtendRealityLtd/VRTK,1694,IC,ICFM,L1,1,129,32,161
ExtendRealityLtd/VRTK,1741,SD,IIV,L5,3,48,0,48
ExtendRealityLtd/VRTK,1821,AF,UPF,L3,1,1,1,2
ExtendRealityLtd/VRTK,1866,IC,ICFM,L1,3,3,0,3
ExtendRealityLtd/VRTK,1911,IC,ICFM,L1,2,8,6,14
ExtendRealityLtd/VRTK,1988,IC,ICFM,L1,1,4,0,4
ExtendRealityLtd/VRTK,2018,IC,TDI,L1,1,1,1,2
ExtendRealityLtd/VRTK,2027,IC,ICFM,L1,1,4,2,6
ExtendRealityLtd/VRTK,2032,IC,RLM,L1,8,776,197,973
ExtendRealityLtd/VRTK,2038,IC,RLM,L1,8,408,312,720
ExtendRealityLtd/VRTK.Prefabs,9,IC,ICFM,L1,1,3,0,3
EyeTrackVR/EyeTrackVR,19,AF,ICFM,L3,2,6,4,10
EyeTrackVR/EyeTrackVR,24,IC,UPF,L3,7,375,4,379
EyeTrackVR/EyeTrackVR,80,VF,IIV,L1,2,88,59,147
FireFlyForLife/rlOpenXR,1,VF,RLM,L5,5,22,13,35
GodotVR/godot-xr-tools,69,SD,ICFM,L5,1,32,4,36
GodotVR/godot-xr-tools,109,AF,UPF,L3,8,187,27,214
GodotVR/godot-xr-tools,211,RA,GCE,L5,1,15,5,20
GodotVR/godot-xr-tools,216,VF,IIV,L1,1,1,0,1
GodotVR/godot-xr-tools,227,SD,ICFM,L5,2,16,4,20
GodotVR/godot-xr-tools,405,RA,UPF,L4,1,1,0,1
GodotVR/godot-xr-tools,445,AF,UPF,L3,4,79,38,117
GodotVR/godot-xr-tools,532,IC,ICFM,L3,1,2,1,3
GodotVR/godot-xr-tools,573,VF,ICFM,L1,2,19,2,21
GodotVR/godot-xr-tools,608,SD,IIV,L4,4,11,3,14
GodotVR/godot-xr-tools,746,VF,ICFM,L5,1,2,2,4
GodotVR/godot-xr-tools,748,AF,IAC,L4,1,3,0,3
GodotVR/godot-xr-tools,754,IC,IAC,L1,1,2,2,4
GodotVR/godot-xr-tools,756,SD,RLM,L4,4,48,20,68
GodotVR/godot_openvr,106,SD,GCE,L5,2,5,2,7
GodotVR/godot_openxr_for_godot_3.x,8,VF,IIV,L5,1,1,1,2
GodotVR/godot_openxr_vendors,122,SD,IIV,L4,15,424,17,441
GodotVR/godot_openxr_vendors,252,AF,UPF,L4,1,3,1,4
HARPLab/DReyeVR,6,SD,IIV,L1,27,416,86,502
HIVE-ResearchGroup/OpenXR_Varjo_Template,19,SD,IIV,L5,3,6,2,8
HipsterSloth/PSMoveSteamVRBridge,4,SD,GCE,L1,1,5,4,9
Hotrian/OpenVRDesktopDisplayPortal,7,AF,ICFM,L3,46,257,74,331
Hotrian/OpenVRDesktopDisplayPortal,25,SD,RLM,L4,49,231,93,324
Hotrian/OpenVRDesktopDisplayPortal,38,AF,UPF,L3,21,91,24,115
Hotrian/OpenVRDesktopDisplayPortal,44,SD,ICFM,L1,64,692,73,765
IBM/vr-speech-sandbox-rift,17,RS,TDI,L5,20,76,68,144
IdeaSpaceVR/IdeaSpace,70,IC,IAC,L3,1,1,1,2
IdeaSpaceVR/aframe-particle-system-component,57,AF,IIV,L4,2,2,2,4
JAYESHBATRA/Virtuo-Learn,32,AF,UPF,L3,2,24,3,27
JAYESHBATRA/Virtuo-Learn,53,AF,UPF,L3,6,13,13,26
JAYESHBATRA/Virtuo-Learn,62,AF,UPF,L3,1,6,0,6
JAYESHBATRA/Virtuo-Learn,63,AF,IIV,L3,27,27,25,52
JAYESHBATRA/Virtuo-Learn,78,SD,UPF,L3,3,4,4,8
JAYESHBATRA/Virtuo-Learn,98,AF,UPF,L3,1,1,2,3
JAYESHBATRA/Virtuo-Learn,111,AF,UPF,L3,2,4,4,8
JAYESHBATRA/Virtuo-Learn,119,SD,UPF,L3,1,31,13,44
JAYESHBATRA/Virtuo-Learn,135,SD,UPF,L3,1,55,13,68
JAYESHBATRA/Virtuo-Learn,146,AF,UPF,L3,2,101,39,140
JAYESHBATRA/Virtuo-Learn,183,SD,IIV,L3,4,4,4,8
JAYESHBATRA/Virtuo-Learn,188,AF,TDI,L3,3,20,1,21
JAYESHBATRA/Virtuo-Learn,194,AF,UPF,L3,1,1,1,2
JAYESHBATRA/Virtuo-Learn,202,AF,UPF,L3,3,12,2,14
JAYESHBATRA/Virtuo-Learn,213,AF,UPF,L3,3,77,15,92
JAYESHBATRA/Virtuo-Learn,216,AF,UPF,L3,3,27,10,37
JAYESHBATRA/Virtuo-Learn,221,SD,UPF,L3,5,35,1,36
JAYESHBATRA/Virtuo-Learn,249,AF,UPF,L3,1,3,1,4
JAYESHBATRA/Virtuo-Learn,252,SD,UPF,L3,1,4,1,5
JAYESHBATRA/Virtuo-Learn,264,SD,UPF,L3,1,2,0,2
JAYESHBATRA/Virtuo-Learn,271,AF,UPF,L3,7,13,13,26
JAYESHBATRA/Virtuo-Learn,280,AF,UPF,L3,1,8,0,8
JAYESHBATRA/Virtuo-Learn,320,AF,UPF,L3,2,202,118,320
JAYESHBATRA/Virtuo-Learn,353,AF,UPF,L3,3,103,64,167
JAYESHBATRA/Virtuo-Learn,362,AF,UPF,L3,2,26,23,49
JohnBacho/VIBES-LAB,17,SD,GCE,L3,3,9,119,128
Kariaro/VRigUnity,55,AF,UPF,L5,6,31,30,61
Kariaro/VRigUnity,97,AF,IIV,L3,12,118,14,132
KhronosGroup/OpenXR-CTS,25,RA,GCE,L5,2,27,21,48
KozGit/DOOM-3-BFG-VR,17,VF,RLM,L5,6,10,2,12
KozGit/DOOM-3-BFG-VR,18,VF,ICFM,L5,6,113,43,156
KozGit/DOOM-3-BFG-VR,30,SD,ICFM,L4,1,7,7,14
KozGit/DOOM-3-BFG-VR,35,SD,IAC,L2,5,108,18,126
KozGit/DOOM-3-BFG-VR,62,IC,IAC,L1,1,1,1,2
KozGit/DOOM-3-BFG-VR,82,RS,ICFM,L5,11,144,58,202
KozGit/DOOM-3-BFG-VR,97,SD,ICFM,L4,10,39,26,65
KozGit/DOOM-3-BFG-VR,120,RS,TDI,L5,5,9,18,27
KozGit/DOOM-3-BFG-VR,128,SD,IAC,L1,1,1,1,2
KozGit/DOOM-3-BFG-VR,130,IC,RLM,L3,4,76,16,92
KozGit/DOOM-3-BFG-VR,164,RS,IAC,L1,1,1,1,2
KozGit/DOOM-3-BFG-VR,171,SD,IAC,L4,1,14,0,14
KozGit/DOOM-3-BFG-VR,174,IC,IAC,L1,3,13,6,19
KozGit/DOOM-3-BFG-VR,175,IC,TDI,L3,2,15,6,21
KozGit/DOOM-3-BFG-VR,192,IC,TDI,L1,8,178,85,263
KozGit/DOOM-3-BFG-VR,193,SD,UPF,L2,1,69,1,70
KozGit/DOOM-3-BFG-VR,278,SD,GCE,L2,2,46,9,55
LivingFray/HaloCEVR,33,SD,UPF,L3,1,1,1,2
LivingFray/HaloCEVR,100,SD,GCE,L3,1,1,1,2
Logitech/labs_mrkeyboard_sdk,1,SD,UPF,L5,4,0,0,0
LucidVR/opengloves-driver,103,AF,GCE,L1,1,1,1,2
Lynx-MR/UnitySDK,13,IC,ICFM,L3,4,120,15,135
Mattshark89/OpenFlight-VRC,27,SD,GCE,L2,3,17,2,19
Mattshark89/OpenFlight-VRC,30,RS,GCE,L2,1,6,4,10
Mattshark89/OpenFlight-VRC,109,SD,RLM,L2,1,15,3,18
MephestoKhaan/HandPosing,25,IC,ICFM,L1,2,3,35,38
MerryPlace/NMSVRscreenshotfix-GUI-Version,8,AF,UPF,L3,2,109,74,183
MindPort-GmbH/VR-Builder,81,IC,IAC,L2,1,33,8,41
MindPort-GmbH/VR-Builder,262,IC,ICFM,L1,2,2,4,6
MolotovCherry/virtual-display-rs,18,RA,IAC,L5,8,73,49,122
MolotovCherry/virtual-display-rs,24,AF,GCE,L3,1,1,1,2
MozillaReality/WebXR-emulator-extension,32,VF,GCE,L1,2,4,4,8
MozillaReality/WebXR-emulator-extension,77,AF,RLM,L1,1,51,1,52
MozillaReality/WebXR-emulator-extension,96,AF,ICFM,L3,1,17,2,19
MozillaReality/WebXR-emulator-extension,121,IC,TDI,L1,3,342,116,458
MozillaReality/WebXR-emulator-extension,138,AF,RLM,L5,1,48,2,50
MozillaReality/WebXR-emulator-extension,184,IC,ICFM,L1,5,379,45,424
MozillaReality/WebXR-emulator-extension,186,VF,GCE,L5,1,1,5,6
MozillaReality/WebXR-emulator-extension,199,SD,IIV,L1,2,45,18,63
MozillaReality/WebXR-emulator-extension,219,AF,ICFM,L3,2,17,3,20
NeoSpark314/BeepSaber,1,IC,IAC,L2,1,2,2,4
NeoSpark314/BeepSaber,3,AF,RLM,L3,2,21,3,24
NeoSpark314/BeepSaber,6,AF,RLM,L3,1,5,0,5
NeoSpark314/BeepSaber,16,IC,ICFM,L3,1,4,5,9
NeoSpark314/godot_oculus_quest_toolkit,16,RA,GCE,L4,1,1,1,2
NeoSpark314/godot_oculus_quest_toolkit,20,IC,ICFM,L1,1,4,3,7
NeoSpark314/godot_oculus_quest_toolkit,22,SD,ICFM,L3,2,26,18,44
NeoSpark314/godot_oculus_quest_toolkit,61,SD,GCE,L2,3,7,18,25
NgoJunHaoJason/CZ4001,43,SD,IIV,L4,13,190,26,216
Nyabsi/VRCAA,76,AF,IIV,L3,26,33,0,33
Okabintaro/SubmersedVR,8,SD,ICFM,L3,2,5,3,8
Okabintaro/SubmersedVR,9,RS,GCE,L5,1,66,0,66
Okabintaro/SubmersedVR,14,VF,IIV,L2,1,16,15,31
Okabintaro/SubmersedVR,16,AF,ICFM,L1,3,1,18,19
OpenHMD/OpenHMD,4,AF,RLM,L5,1,2,0,2
OpenHMD/OpenHMD,219,VF,ICFM,L5,2,7,0,7
OpenKneeboard/OpenKneeboard,40,AF,ICFM,L3,5,459,188,647
OpenKneeboard/OpenKneeboard,56,AF,GCE,L3,1,13,1,14
OpenKneeboard/OpenKneeboard,106,VF,UPF,L3,1,102,77,179
OpenKneeboard/OpenKneeboard,128,IC,ICFM,L3,1,1,0,1
OpenKneeboard/OpenKneeboard,146,SD,ICFM,L3,4,20,0,20
OpenKneeboard/OpenKneeboard,213,IC,RLM,L3,17,254,150,404
OpenKneeboard/OpenKneeboard,258,SD,IIV,L3,21,374,77,451
OpenKneeboard/OpenKneeboard,359,RA,UPF,L5,14,98,53,151
OpenKneeboard/OpenKneeboard,417,SD,GCE,L3,2,6,8,14
OpenKneeboard/OpenKneeboard,443,SD,GCE,L3,4,32,12,44
OpenKneeboard/OpenKneeboard,491,AF,GCE,L3,1,2,2,4
OpenKneeboard/OpenKneeboard,506,SD,RLM,L3,3,88,46,134
OpenKneeboard/OpenKneeboard,517,AF,RLM,L3,4,42,10,52
OpenKneeboard/OpenKneeboard,797,SD,RLM,L5,3,11,22,33
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,16,AF,ICFM,L3,8,147,40,187
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,33,AF,ICFM,L3,1,3,3,6
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,101,AF,RLM,L1,14,425,77,502
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,106,IC,RLM,L3,3,7,3,10
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,133,SD,ICFM,L1,8,40,13,53
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,145,IC,ICFM,L1,8,460,63,523
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,237,SD,UPF,L3,7,144,12,156
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,264,IC,IAC,L3,5,67,77,144
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,311,AF,RLM,L3,24,865,104,969
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,319,AF,TDI,L5,3,14,14,28
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,401,AF,UPF,L3,13,66,22,88
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,412,AF,IAC,L3,5,72,52,124
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,458,SD,ICFM,L3,24,419,289,708
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,482,VF,UPF,L1,10,164,79,243
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,503,SD,ICFM,L2,2,29,4,33
OpenVR-Advanced-Settings/OpenVR-AdvancedSettings,560,SD,GCE,L3,1,3,3,6
PhoneVR-Developers/PhoneVR,82,VF,IAC,L5,4,18,2,20
PhoneVR-Developers/PhoneVR,323,VF,IIV,L5,1,14,8,22
PlumCantaloupe/circlesxr,8,IC,RLM,L4,10,248,5,253
PlumCantaloupe/circlesxr,17,IC,IAC,L1,5,84,70,154
PlumCantaloupe/circlesxr,48,IC,RLM,L1,13,20,45,65
PlumCantaloupe/circlesxr,54,AF,UPF,L5,21,376,94,470
PlumCantaloupe/circlesxr,161,SD,UPF,L4,10,26,10,36
PlumCantaloupe/circlesxr,209,SD,TDI,L3,8,382,173,555
Project-Babble/Baballonia,122,VF,ICFM,L5,1,11,13,24
Project-Babble/Baballonia,138,AF,UPF,L3,3,44,9,53
Project-Babble/ProjectBabble,4,VF,IAC,L5,6,394,322,716
Project-Babble/ProjectBabble,114,IC,ICFM,L3,1,1,6,7
REDSIM/VRCLightVolumes,54,RA,ICFM,L4,3,4,7,11
RViMLab/vrviz,17,SD,GCE,L3,1,8,8,16
Raicuparta/nomai-vr,98,RA,UPF,L5,1,7,0,7
Raicuparta/nomai-vr,99,SD,ICFM,L3,1,32,12,44
Raicuparta/nomai-vr,118,SD,GCE,L5,1,3,1,4
Raicuparta/nomai-vr,142,IC,ICFM,L1,1,10,1,11
Raicuparta/nomai-vr,192,SD,ICFM,L3,2,21,6,27
Raicuparta/nomai-vr,218,IC,IAC,L1,1,22,9,31
Raicuparta/nomai-vr,238,AF,UPF,L3,1,19,0,19
Raicuparta/nomai-vr,243,RA,ICFM,L3,15,271,111,382
Raicuparta/nomai-vr,251,AF,UPF,L3,4,163,55,218
Raicuparta/nomai-vr,265,IC,UPF,L3,1,13,2,15
Raicuparta/nomai-vr,269,SD,UPF,L3,4,19,3,22
Raicuparta/nomai-vr,287,SD,ICFM,L1,2,50,23,73
Raicuparta/nomai-vr,356,IC,ICFM,L2,1,5,8,13
Raicuparta/nomai-vr,372,IC,IAC,L1,1,0,10,10
Raicuparta/nomai-vr,385,VF,RLM,L5,2,19,7,26
Raicuparta/nomai-vr,391,VF,IAC,L5,1,45,20,65
Raicuparta/nomai-vr,402,RA,ICFM,L4,3,26,0,26
Raicuparta/nomai-vr,408,SD,RLM,L5,5,81,28,109
Raicuparta/two-forks-vr,27,SD,TDI,L2,5,10,5,15
Raicuparta/two-forks-vr,57,RA,UPF,L3,1,1,0,1
Raicuparta/two-forks-vr,83,SD,RLM,L4,1,8,13,21
Raicuparta/two-forks-vr,128,IC,TDI,L3,33,516,246,762
Raicuparta/two-forks-vr,131,AF,ICFM,L3,1,13,0,13
Raicuparta/two-forks-vr,132,IC,ICFM,L3,1,2,12,14
Raicuparta/two-forks-vr,157,AF,TDI,L3,22,338,114,452
Raicuparta/two-forks-vr,175,RA,RLM,L4,4,38,16,54
Raicuparta/two-forks-vr,184,VF,ICFM,L5,12,85,321,406
Raicuparta/two-forks-vr,215,SD,ICFM,L1,2,8,1,9
Raphiiko/OyasumiVR,105,AF,UPF,L3,1,2,2,4
Raphiiko/OyasumiVR,159,AF,UPF,L3,1,2,2,4
ReactVision/viro,272,IC,IAC,L1,8,26,10,36
Sacchan-VRC/MS-VRCSA-Billiards,8,SD,GCE,L4,3,9,9,18
Sacchan-VRC/MS-VRCSA-Billiards,14,SD,RLM,L4,1,1,0,1
Samsung/GearVRf,3,RA,IIV,L3,4,59,25,84
Samsung/GearVRf,123,RA,ICFM,L4,2,112,19,131
Samsung/GearVRf,257,IC,RLM,L3,4,38,34,72
Samsung/GearVRf,280,SD,GCE,L4,1,4,2,6
Samsung/GearVRf,306,VF,ICFM,L5,2,30,31,61
Samsung/GearVRf,311,RS,ICFM,L5,1,1,0,1
Samsung/GearVRf,413,AF,ICFM,L4,6,117,25,142
Samsung/GearVRf,448,RA,RLM,L4,3,50,38,88
Samsung/GearVRf,471,RS,IAC,L5,6,65,29,94
Samsung/GearVRf,506,RA,IIV,L5,1,24,2,26
Samsung/GearVRf,510,VF,GCE,L5,1,1,1,2
Samsung/GearVRf,534,AF,IIV,L4,1,1,0,1
Samsung/GearVRf,617,AF,TDI,L4,6,418,209,627
Samsung/GearVRf,677,RS,RLM,L4,1,20,11,31
Samsung/GearVRf,812,VF,RLM,L1,10,63,76,139
Samsung/GearVRf,884,RA,GCE,L5,2,6,6,12
Samsung/GearVRf,1181,RA,IAC,L5,1,20,23,43
Samsung/GearVRf,1355,RA,ICFM,L5,6,96,18,114
Samsung/GearVRf,1415,RA,ICFM,L4,2,2,4,6
Samsung/GearVRf,1444,VF,RLM,L5,19,114,79,193
Samsung/GearVRf,1550,AF,TDI,L3,9,16,8,24
Samsung/GearVRf,1553,RS,IAC,L5,1,6,4,10
Samsung/GearVRf,1668,RA,ICFM,L5,1,13,5,18
Samsung/GearVRf,1875,RA,IIV,L4,3,2,2,4
Samsung/GearVRf,1899,SD,RLM,L4,5,65,39,104
